Filename,ID,mge_params,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_input_reads,cleaning_kept_reads,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_ambig_bases,cleaning_cov_percent,cleaning_cov_avg,cleaning_cov_max,cleaning_cov_min
BSNTN2230-24_r_1_s_50_BSNTN2230-24,BSNTN2230-24,r_1_s_50,264,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2237-24_r_1_s_100_BSNTN2237-24,BSNTN2237-24,r_1_s_100,225,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2255-24_r_1.5_s_100_BSNTN2255-24,BSNTN2255-24,r_1.5_s_100,644,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2250-24_r_1_s_50_BSNTN2250-24,BSNTN2250-24,r_1_s_50,625,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2197-24_r_1.5_s_50_BSNTN2197-24,BSNTN2197-24,r_1.5_s_50,16357839,145,1796,1569,0.0,22.0,5.58508604206501,4.0,145,132,0,6,7,0,68.83,8.11,22.0,1.0
BSNTN2220-24_r_1.3_s_50_BSNTN2220-24,BSNTN2220-24,r_1.3_s_50,15418095,362,1552,1569,0.0,36.0,12.040152963671128,11.0,362,314,0,28,20,0,85.47,14.09,36.0,2.0
BSNTN2235-24_r_1.3_s_50_BSNTN2235-24,BSNTN2235-24,r_1.3_s_50,10827474,150,451,1569,0.0,24.0,4.575525812619503,4.0,150,139,0,5,6,0,71.32,6.42,24.0,1.0
BSNTN2199-24_r_1_s_100_BSNTN2199-24,BSNTN2199-24,r_1_s_100,538,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2273-24_r_1.3_s_50_BSNTN2273-24,BSNTN2273-24,r_1.3_s_50,20057350,209,1035,1569,0.0,25.0,7.055449330783939,5.0,209,190,0,14,5,0,79.92,8.83,25.0,2.0
BSNTN2252-24_r_1.3_s_100_BSNTN2252-24,BSNTN2252-24,r_1.3_s_100,6046414,12,13,1533,0.0,8.0,0.6653620352250489,0.0,12,10,2,0,0,0,17.81,3.74,8.0,2.0
BSNTN2203-24_r_1_s_100_BSNTN2203-24,BSNTN2203-24,r_1_s_100,5242911,12,0,1539,0.0,6.0,0.6081871345029239,0.0,12,12,0,0,0,0,23.59,2.58,6.0,2.0
BSNTN2247-24_r_1_s_50_BSNTN2247-24,BSNTN2247-24,r_1_s_50,5362043,117,67,1569,0.0,18.0,3.915869980879541,4.0,117,107,0,8,2,0,69.98,5.6,18.0,1.0
BSNTN2197-24_r_1_s_100_BSNTN2197-24,BSNTN2197-24,r_1_s_100,16357839,105,2,1569,0.0,18.0,5.887189292543021,6.0,105,101,0,2,2,0,83.17,7.08,18.0,1.0
BSNTN2217-24_r_1.5_s_100_BSNTN2217-24,BSNTN2217-24,r_1.5_s_100,677,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2252-24_r_1.5_s_50_BSNTN2252-24,BSNTN2252-24,r_1.5_s_50,6046414,12,82,1533,0.0,6.0,0.6418786692759295,0.0,12,10,2,0,0,0,21.53,2.98,6.0,2.0
BSNTN2257-24_r_1.5_s_50_BSNTN2257-24,BSNTN2257-24,r_1.5_s_50,14619359,2335,1981,1536,1.0,383.0,116.095703125,93.0,2335,2275,0,16,44,0,100.0,116.1,383.0,1.0
BSNTN2231-24_r_1_s_100_BSNTN2231-24,BSNTN2231-24,r_1_s_100,6377174,68,2,1533,0.0,12.0,3.9021526418786694,4.0,68,64,0,4,0,0,90.41,4.32,12.0,1.0
BSNTN2247-24_r_1.3_s_50_BSNTN2247-24,BSNTN2247-24,r_1.3_s_50,5362043,87,97,1569,0.0,12.0,2.879541108986616,2.0,87,85,0,0,2,0,58.7,4.91,12.0,1.0
BSNTN2275-24_r_1_s_50_BSNTN2275-24,BSNTN2275-24,r_1_s_50,15578608,658,956,1533,0.0,52.0,26.0293542074364,24.0,658,592,4,56,6,0,99.61,26.13,52.0,2.0
BSNTN2200-24_r_1_s_50_BSNTN2200-24,BSNTN2200-24,r_1_s_50,18417641,812,725,1569,0.0,102.0,29.770554493307838,28.0,812,714,10,69,19,0,94.26,31.58,102.0,1.0
BSNTN2207-24_r_1.3_s_50_BSNTN2207-24,BSNTN2207-24,r_1.3_s_50,864,0,0,1539,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2214-24_r_1.3_s_100_BSNTN2214-24,BSNTN2214-24,r_1.3_s_100,16222403,109,34,1569,0.0,31.0,6.78585086042065,6.0,109,101,0,8,0,0,81.26,8.35,31.0,2.0
BSNTN2194-24_r_1.5_s_100_BSNTN2194-24,BSNTN2194-24,r_1.5_s_100,10286547,249,54,1533,0.0,40.0,14.148727984344422,13.0,249,243,0,4,2,0,97.65,14.49,40.0,1.0
BSNTN2240-24_r_1_s_50_BSNTN2240-24,BSNTN2240-24,r_1_s_50,373,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2217-24_r_1_s_50_BSNTN2217-24,BSNTN2217-24,r_1_s_50,677,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2250-24_r_1_s_100_BSNTN2250-24,BSNTN2250-24,r_1_s_100,625,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2193-24_r_1_s_50_BSNTN2193-24,BSNTN2193-24,r_1_s_50,869,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2204-24_r_1.3_s_100_BSNTN2204-24,BSNTN2204-24,r_1.3_s_100,314,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2220-24_r_1_s_50_BSNTN2220-24,BSNTN2220-24,r_1_s_50,15418095,548,1366,1569,0.0,65.0,19.45315487571702,17.0,548,464,0,50,34,0,96.56,20.15,65.0,2.0
BSNTN2258-24_r_1.3_s_100_BSNTN2258-24,BSNTN2258-24,r_1.3_s_100,6130811,133,31,1569,0.0,30.0,7.998087954110899,6.0,133,129,0,2,2,0,77.82,10.28,30.0,1.0
BSNTN2258-24_r_1_s_50_BSNTN2258-24,BSNTN2258-24,r_1_s_50,6130811,342,350,1569,0.0,42.0,15.403441682600382,14.0,342,293,0,34,15,0,91.2,16.89,42.0,2.0
BSNTN2200-24_r_1.5_s_50_BSNTN2200-24,BSNTN2200-24,r_1.5_s_50,18417641,386,1151,1569,0.0,60.0,13.552581261950287,9.0,386,369,8,3,6,0,76.48,17.72,60.0,1.0
BSNTN2194-24_r_1_s_100_BSNTN2194-24,BSNTN2194-24,r_1_s_100,10286547,301,2,1533,2.0,44.0,17.499021526418787,15.0,301,283,0,15,3,0,100.0,17.5,44.0,2.0
BSNTN2244-24_r_1.3_s_100_BSNTN2244-24,BSNTN2244-24,r_1.3_s_100,518,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2248-24_r_1.3_s_50_BSNTN2248-24,BSNTN2248-24,r_1.3_s_50,448,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2210-24_r_1.3_s_100_BSNTN2210-24,BSNTN2210-24,r_1.3_s_100,308,2,0,1569,0.0,2.0,0.0994263862332696,0.0,2,2,0,0,0,0,4.97,2.0,2.0,2.0
BSNTN2202-24_r_1_s_100_BSNTN2202-24,BSNTN2202-24,r_1_s_100,17022065,317,1,1569,0.0,75.0,20.34416826003824,16.0,317,306,0,7,4,0,92.35,22.03,75.0,1.0
BSNTN2280-24_r_1.3_s_50_BSNTN2280-24,BSNTN2280-24,r_1.3_s_50,16218608,794,1383,1569,0.0,99.0,35.996175908221794,35.0,794,768,0,20,6,0,91.97,39.14,99.0,1.0
BSNTN2265-24_r_1.3_s_50_BSNTN2265-24,BSNTN2265-24,r_1.3_s_50,11860348,2803,441,1533,10.0,221.0,116.64970645792563,122.0,2803,2711,0,73,19,0,100.0,116.65,221.0,10.0
BSNTN2212-24_r_1.5_s_50_BSNTN2212-24,BSNTN2212-24,r_1.5_s_50,6798774,10,69,1569,0.0,8.0,0.29063097514340347,0.0,10,6,2,2,0,0,8.03,3.62,8.0,2.0
BSNTN2274-24_r_1.3_s_50_BSNTN2274-24,BSNTN2274-24,r_1.3_s_50,7943938,1348,143,1533,6.0,145.0,51.86692759295499,49.0,1348,1325,0,15,8,0,100.0,51.87,145.0,6.0
BSNTN2228-24_r_1.3_s_100_BSNTN2228-24,BSNTN2228-24,r_1.3_s_100,483,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2238-24_r_1.3_s_100_BSNTN2238-24,BSNTN2238-24,r_1.3_s_100,671,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2264-24_r_1.5_s_100_BSNTN2264-24,BSNTN2264-24,r_1.5_s_100,5448931,6,33,1533,0.0,2.0,0.30919765166340507,0.0,6,6,0,0,0,0,15.46,2.0,2.0,2.0
BSNTN2216-24_r_1.5_s_100_BSNTN2216-24,BSNTN2216-24,r_1.5_s_100,593,0,2,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2198-24_r_1.5_s_100_BSNTN2198-24,BSNTN2198-24,r_1.5_s_100,10664625,76,94,1569,0.0,32.0,4.193116634799235,2.0,76,66,6,2,2,0,66.16,6.34,32.0,1.0
BSNTN2242-24_r_1.5_s_50_BSNTN2242-24,BSNTN2242-24,r_1.5_s_50,427,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2274-24_r_1_s_50_BSNTN2274-24,BSNTN2274-24,r_1_s_50,7943938,1400,91,1533,10.0,145.0,53.839530332681015,51.0,1400,1356,0,34,10,0,100.0,53.84,145.0,10.0
BSNTN2251-24_r_1.5_s_50_BSNTN2251-24,BSNTN2251-24,r_1.5_s_50,6481171,402,131,1536,0.0,38.0,12.734375,10.5,402,384,2,14,2,0,99.02,12.86,38.0,2.0
BSNTN2280-24_r_1.5_s_50_BSNTN2280-24,BSNTN2280-24,r_1.5_s_50,16218608,515,1662,1569,0.0,98.0,22.13001912045889,20.0,515,498,0,13,4,0,82.22,26.92,98.0,2.0
BSNTN2225-24_r_1.3_s_50_BSNTN2225-24,BSNTN2225-24,r_1.3_s_50,391,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2224-24_r_1.3_s_100_BSNTN2224-24,BSNTN2224-24,r_1.3_s_100,447,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2259-24_r_1_s_100_BSNTN2259-24,BSNTN2259-24,r_1_s_100,248,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2215-24_r_1_s_100_BSNTN2215-24,BSNTN2215-24,r_1_s_100,204,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2211-24_r_1_s_50_BSNTN2211-24,BSNTN2211-24,r_1_s_50,567,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2226-24_r_1_s_100_BSNTN2226-24,BSNTN2226-24,r_1_s_100,12674378,98,0,1569,0.0,22.0,5.036328871892925,4.0,98,93,0,4,1,0,75.91,6.63,22.0,2.0
BSNTN2188-24_r_1.3_s_100_BSNTN2188-24,BSNTN2188-24,r_1.3_s_100,3829242,7,3,1569,0.0,5.0,0.35372848948374763,0.0,7,7,0,0,0,0,13.96,2.53,5.0,1.0
BSNTN2201-24_r_1.5_s_50_BSNTN2201-24,BSNTN2201-24,r_1.5_s_50,7409346,49,218,1569,0.0,10.0,1.7246653919694073,0.0,49,37,4,6,2,0,39.77,4.34,10.0,1.0
BSNTN2221-24_r_1_s_50_BSNTN2221-24,BSNTN2221-24,r_1_s_50,14859273,262,124,1710,0.0,39.0,7.221052631578948,4.0,262,219,0,29,14,0,75.79,9.53,39.0,2.0
BSNTN2215-24_r_1.3_s_100_BSNTN2215-24,BSNTN2215-24,r_1.3_s_100,204,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2191-24_r_1.5_s_50_BSNTN2191-24,BSNTN2191-24,r_1.5_s_50,7407247,1085,576,1533,0.0,125.0,46.72994129158513,46.0,1085,1058,0,25,2,0,98.43,47.47,125.0,2.0
BSNTN2201-24_r_1_s_100_BSNTN2201-24,BSNTN2201-24,r_1_s_100,7409346,34,9,1569,0.0,16.0,2.024856596558317,0.0,34,26,4,2,2,0,43.79,4.62,16.0,2.0
BSNTN2236-24_r_1.5_s_50_BSNTN2236-24,BSNTN2236-24,r_1.5_s_50,329,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2224-24_r_1_s_50_BSNTN2224-24,BSNTN2224-24,r_1_s_50,447,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2275-24_r_1.3_s_50_BSNTN2275-24,BSNTN2275-24,r_1.3_s_50,15578608,605,1009,1533,0.0,46.0,23.90606653620352,23.0,605,575,4,22,4,0,99.61,24.0,46.0,2.0
BSNTN2228-24_r_1.5_s_50_BSNTN2228-24,BSNTN2228-24,r_1.5_s_50,483,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2264-24_r_1.5_s_50_BSNTN2264-24,BSNTN2264-24,r_1.5_s_50,5448931,10,96,1533,0.0,6.0,0.40313111545988256,0.0,10,10,0,0,0,0,16.63,2.42,6.0,2.0
BSNTN2216-24_r_1.5_s_50_BSNTN2216-24,BSNTN2216-24,r_1.5_s_50,593,0,4,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2204-24_r_1.5_s_50_BSNTN2204-24,BSNTN2204-24,r_1.5_s_50,314,2,0,1533,0.0,2.0,0.050880626223091974,0.0,2,2,0,0,0,0,2.54,2.0,2.0,2.0
BSNTN2259-24_r_1.3_s_100_BSNTN2259-24,BSNTN2259-24,r_1.3_s_100,248,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2240-24_r_1.3_s_100_BSNTN2240-24,BSNTN2240-24,r_1.3_s_100,373,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2262-24_r_1.3_s_50_BSNTN2262-24,BSNTN2262-24,r_1.3_s_50,772,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2270-24_r_1_s_100_BSNTN2270-24,BSNTN2270-24,r_1_s_100,14495898,20,0,1569,0.0,6.0,1.1663479923518165,0.0,20,20,0,0,0,0,34.99,3.33,6.0,2.0
BSNTN2238-24_r_1_s_50_BSNTN2238-24,BSNTN2238-24,r_1_s_50,671,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2239-24_r_1_s_50_BSNTN2239-24,BSNTN2239-24,r_1_s_50,843,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2247-24_r_1.5_s_100_BSNTN2247-24,BSNTN2247-24,r_1.5_s_100,5362043,5,17,1569,0.0,2.0,0.2198852772466539,0.0,5,5,0,0,0,0,13.19,1.67,2.0,1.0
BSNTN2254-24_r_1.3_s_100_BSNTN2254-24,BSNTN2254-24,r_1.3_s_100,12714138,1339,44,1539,0.0,457.0,65.0,34.0,1339,1305,0,20,14,0,94.74,68.61,457.0,2.0
BSNTN2188-24_r_1.3_s_50_BSNTN2188-24,BSNTN2188-24,r_1.3_s_50,3829242,29,24,1569,0.0,6.0,0.904397705544933,0.0,29,20,8,0,1,0,31.36,2.88,6.0,1.0
BSNTN2269-24_r_1.5_s_50_BSNTN2269-24,BSNTN2269-24,r_1.5_s_50,17652894,169,1166,1533,0.0,22.0,6.788649706457925,6.0,169,157,0,4,8,0,90.02,7.54,22.0,2.0
BSNTN2243-24_r_1_s_50_BSNTN2243-24,BSNTN2243-24,r_1_s_50,8986785,622,191,1533,10.0,80.0,27.471624266144815,26.0,622,540,6,62,14,0,100.0,27.47,80.0,10.0
BSNTN2250-24_r_1.3_s_100_BSNTN2250-24,BSNTN2250-24,r_1.3_s_100,625,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2252-24_r_1.3_s_50_BSNTN2252-24,BSNTN2252-24,r_1.3_s_50,6046414,26,68,1533,0.0,12.0,1.197651663405088,0.0,26,24,2,0,0,0,29.75,4.03,12.0,2.0
BSNTN2267-24_r_1.3_s_100_BSNTN2267-24,BSNTN2267-24,r_1.3_s_100,643,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2201-24_r_1.5_s_100_BSNTN2201-24,BSNTN2201-24,r_1.5_s_100,7409346,16,27,1569,0.0,10.0,0.8355640535372849,0.0,16,14,2,0,0,0,22.75,3.67,10.0,2.0
BSNTN2188-24_r_1_s_100_BSNTN2188-24,BSNTN2188-24,r_1_s_100,3829242,10,0,1569,0.0,7.0,0.6080305927342257,0.0,10,9,0,0,1,0,21.8,2.79,7.0,1.0
BSNTN2203-24_r_1.3_s_50_BSNTN2203-24,BSNTN2203-24,r_1.3_s_50,5242911,70,36,1539,0.0,10.0,1.9415204678362572,0.0,70,60,0,8,2,0,49.12,3.95,10.0,2.0
BSNTN2256-24_r_1.3_s_50_BSNTN2256-24,BSNTN2256-24,r_1.3_s_50,8330637,63,139,1569,0.0,11.0,1.9216061185468452,0.0,63,58,0,2,3,0,41.87,4.59,11.0,1.0
BSNTN2233-24_r_1_s_100_BSNTN2233-24,BSNTN2233-24,r_1_s_100,14659808,49,0,1710,0.0,14.0,2.4859649122807017,0.0,49,45,0,4,0,0,46.49,5.35,14.0,1.0
BSNTN2192-24_r_1.3_s_100_BSNTN2192-24,BSNTN2192-24,r_1.3_s_100,4250052,4,0,1533,0.0,2.0,0.273972602739726,0.0,4,4,0,0,0,0,13.7,2.0,2.0,2.0
BSNTN2244-24_r_1.5_s_50_BSNTN2244-24,BSNTN2244-24,r_1.5_s_50,518,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2269-24_r_1.3_s_50_BSNTN2269-24,BSNTN2269-24,r_1.3_s_50,17652894,272,1063,1533,0.0,60.0,9.810176125244618,8.0,272,241,0,21,10,0,91.98,10.67,60.0,1.0
BSNTN2269-24_r_1.5_s_100_BSNTN2269-24,BSNTN2269-24,r_1.5_s_100,17652894,80,14,1533,0.0,14.0,4.164383561643835,4.0,80,77,0,0,3,0,86.3,4.83,14.0,2.0
BSNTN2186-24_r_1.3_s_100_BSNTN2186-24,BSNTN2186-24,r_1.3_s_100,16654711,174,34,1569,0.0,29.0,10.435946462715105,10.0,174,171,0,2,1,0,84.51,12.35,29.0,2.0
BSNTN2207-24_r_1.3_s_100_BSNTN2207-24,BSNTN2207-24,r_1.3_s_100,864,0,0,1539,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2251-24_r_1_s_50_BSNTN2251-24,BSNTN2251-24,r_1_s_50,6481171,470,63,1536,2.0,38.0,15.197265625,14.0,470,432,2,32,4,0,100.0,15.2,38.0,2.0
BSNTN2265-24_r_1_s_50_BSNTN2265-24,BSNTN2265-24,r_1_s_50,11860348,3021,223,1533,10.0,259.0,125.99021526418787,128.0,3021,2791,0,208,22,0,100.0,125.99,259.0,10.0
BSNTN2195-24_r_1_s_100_BSNTN2195-24,BSNTN2195-24,r_1_s_100,586,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2244-24_r_1_s_50_BSNTN2244-24,BSNTN2244-24,r_1_s_50,518,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2215-24_r_1_s_50_BSNTN2215-24,BSNTN2215-24,r_1_s_50,204,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2254-24_r_1_s_100_BSNTN2254-24,BSNTN2254-24,r_1_s_100,12714138,1376,7,1539,0.0,457.0,67.66471734892788,38.0,1376,1330,0,23,23,0,95.71,70.7,457.0,2.0
BSNTN2258-24_r_1.5_s_100_BSNTN2258-24,BSNTN2258-24,r_1.5_s_100,6130811,91,73,1569,0.0,30.0,5.323135755258126,2.0,91,87,0,2,2,0,53.54,9.94,30.0,2.0
BSNTN2195-24_r_1.5_s_100_BSNTN2195-24,BSNTN2195-24,r_1.5_s_100,586,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2244-24_r_1.5_s_100_BSNTN2244-24,BSNTN2244-24,r_1.5_s_100,518,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2279-24_r_1.3_s_100_BSNTN2279-24,BSNTN2279-24,r_1.3_s_100,745,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2233-24_r_1.3_s_100_BSNTN2233-24,BSNTN2233-24,r_1.3_s_100,14659808,35,14,1710,0.0,14.0,1.6263157894736842,0.0,35,29,0,6,0,0,30.0,5.42,14.0,1.0
BSNTN2225-24_r_1_s_100_BSNTN2225-24,BSNTN2225-24,r_1_s_100,391,0,0,1569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2212-24_r_1_s_50_BSNTN2212-24,BSNTN2212-24,r_1_s_50,6798774,50,29,1569,0.0,10.0,2.032504780114723,0.0,50,42,2,4,2,0,42.26,4.81,10.0,1.0
BSNTN2215-24_r_1.5_s_50_BSNTN2215-24,BSNTN2215-24,r_1.5_s_50,204,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2241-24_r_1.3_s_100_BSNTN2241-24,BSNTN2241-24,r_1.3_s_100,859,0,0,1539,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2241-24_r_1_s_100_BSNTN2241-24,BSNTN2241-24,r_1_s_100,859,0,0,1539,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2276-24_r_1_s_50_BSNTN2276-24,BSNTN2276-24,r_1_s_50,565,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2214-24_r_1.5_s_50_BSNTN2214-24,BSNTN2214-24,r_1.5_s_50,16222403,240,1283,1569,0.0,38.0,8.17208413001912,7.0,240,221,4,14,1,0,81.07,10.08,38.0,1.0
BSNTN2264-24_r_1_s_50_BSNTN2264-24,BSNTN2264-24,r_1_s_50,5448931,54,52,1533,0.0,12.0,2.6771037181996085,2.0,54,40,0,12,2,0,67.51,3.97,12.0,1.0
BSNTN2206-24_r_1.3_s_100_BSNTN2206-24,BSNTN2206-24,r_1.3_s_100,17459886,65,0,1533,0.0,15.0,3.4951076320939336,2.0,65,58,6,0,1,0,59.49,5.88,15.0,2.0
BSNTN2209-24_r_1.3_s_50_BSNTN2209-24,BSNTN2209-24,r_1.3_s_50,17611801,173,350,1710,0.0,45.0,3.9456140350877194,0.0,173,143,0,21,9,0,49.3,8.0,45.0,2.0
BSNTN2266-24_r_1.5_s_100_BSNTN2266-24,BSNTN2266-24,r_1.5_s_100,239,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2263-24_r_1_s_50_BSNTN2263-24,BSNTN2263-24,r_1_s_50,413,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2243-24_r_1.3_s_50_BSNTN2243-24,BSNTN2243-24,r_1.3_s_50,8986785,557,256,1533,8.0,76.0,24.471624266144815,24.0,557,507,6,30,14,0,100.0,24.47,76.0,8.0
BSNTN2269-24_r_1.3_s_100_BSNTN2269-24,BSNTN2269-24,r_1.3_s_100,17652894,92,2,1533,0.0,14.0,4.880626223091976,4.0,92,88,0,0,4,0,87.28,5.59,14.0,2.0
BSNTN2268-24_r_1.3_s_100_BSNTN2268-24,BSNTN2268-24,r_1.3_s_100,14086061,138,4,1533,0.0,24.0,7.526418786692759,7.0,138,136,0,0,2,0,95.5,7.88,24.0,2.0
BSNTN2257-24_r_1_s_100_BSNTN2257-24,BSNTN2257-24,r_1_s_100,14619359,2359,46,1536,16.0,298.0,133.80859375,133.0,2359,2300,0,5,54,0,100.0,133.81,298.0,16.0
BSNTN2190-24_r_1.3_s_50_BSNTN2190-24,BSNTN2190-24,r_1.3_s_50,17461681,718,1191,1569,0.0,102.0,29.189292543021033,24.0,718,692,0,18,8,0,87.76,33.26,102.0,2.0
BSNTN2279-24_r_1.3_s_50_BSNTN2279-24,BSNTN2279-24,r_1.3_s_50,745,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2262-24_r_1.3_s_100_BSNTN2262-24,BSNTN2262-24,r_1.3_s_100,772,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2256-24_r_1.3_s_100_BSNTN2256-24,BSNTN2256-24,r_1.3_s_100,8330637,12,14,1569,0.0,6.0,0.5659655831739961,0.0,12,12,0,0,0,0,16.06,3.52,6.0,2.0
BSNTN2216-24_r_1_s_50_BSNTN2216-24,BSNTN2216-24,r_1_s_50,593,4,0,1533,0.0,2.0,0.2583170254403131,0.0,4,4,0,0,0,0,12.92,2.0,2.0,2.0
BSNTN2230-24_r_1.3_s_50_BSNTN2230-24,BSNTN2230-24,r_1.3_s_50,264,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2196-24_r_1_s_50_BSNTN2196-24,BSNTN2196-24,r_1_s_50,625,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2279-24_r_1_s_50_BSNTN2279-24,BSNTN2279-24,r_1_s_50,745,0,0,1536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2272-24_r_1_s_50_BSNTN2272-24,BSNTN2272-24,r_1_s_50,5310131,35,53,1569,0.0,14.0,1.717017208413002,1.0,35,23,4,6,2,0,61.95,2.77,14.0,1.0
BSNTN2217-24_r_1.3_s_50_BSNTN2217-24,BSNTN2217-24,r_1.3_s_50,677,0,0,1533,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2265-24_r_1.5_s_50_BSNTN2265-24,BSNTN2265-24,r_1.5_s_50,11860348,2425,819,1533,0.0,201.0,99.61252446183953,112.0,2425,2379,0,30,16,0,98.83,100.8,201.0,4.0
BSNTN2194-24_r_1.3_s_100_BSNTN2194-24,BSNTN2194-24,r_1.3_s_100,10286547,290,13,1533,2.0,42.0,16.753424657534246,14.0,290,279,0,8,3,0,100.0,16.75,42.0,2.0
BSNTN2214-24_r_1_s_50_BSNTN2214-24,BSNTN2214-24,r_1_s_50,16222403,672,851,1569,0.0,101.0,24.8604206500956,20.0,672,581,4,71,16,0,96.37,25.8,101.0,2.0
BSNTN2186-24_r_1.5_s_100_BSNTN2186-24,BSNTN2186-24,r_1.5_s_100,16654711,111,97,1569,0.0,26.0,6.491395793499044,4.0,111,108,0,2,1,0,67.3,9.64,26.0,1.0
