Filename,ID,mge_params,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_input_reads,cleaning_kept_reads,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_ambig_bases,cleaning_cov_percent,cleaning_cov_avg,cleaning_cov_max,cleaning_cov_min
BSNTN2956-24_r_1.3_s_100_BSNTN2956-24,BSNTN2956-24,r_1.3_s_100_merge,8217262,127,125,1524,0.0,37.0,9.9251968503937,6.0,127,120,0,4,3,0,80.31,12.36,37.0,1.0
BSNTN2964-24_r_1.5_s_100_BSNTN2964-24,BSNTN2964-24,r_1.5_s_100_merge,6843754,366,1257,1524,0.0,82.0,28.901574803149607,22.0,366,366,0,0,0,0,68.9,41.95,82.0,1.0
BSNTN2996-24_r_1.5_s_50_BSNTN2996-24,BSNTN2996-24,r_1.5_s_50_merge,14320458,435,7138,1524,0.0,110.0,35.64370078740158,31.0,435,402,0,26,7,0,91.73,38.86,110.0,1.0
BSNTN2967-24_r_1.3_s_100_BSNTN2967-24,BSNTN2967-24,r_1.3_s_100_merge,9011236,520,764,1524,0.0,161.0,45.84448818897638,29.0,520,493,0,22,5,0,84.25,54.41,161.0,1.0
BSNTN3007-24_r_1.3_s_100_BSNTN3007-24,BSNTN3007-24,r_1.3_s_100_merge,5793457,140,33,1524,0.0,25.0,10.891732283464567,12.0,140,138,0,0,2,0,95.08,11.46,25.0,1.0
BSNTN2982-24_r_1_s_100_BSNTN2982-24,BSNTN2982-24,r_1_s_100_merge,5326715,157,36,1524,0.0,23.0,10.635826771653543,11.0,157,150,0,3,4,0,93.5,11.37,23.0,2.0
BSNTN3034-24_r_1.3_s_50_BSNTN3034-24,BSNTN3034-24,r_1.3_s_50_merge,9848312,414,4919,1524,0.0,75.0,22.415354330708663,19.0,414,329,0,63,22,0,90.94,24.65,75.0,1.0
BSNTN2982-24_r_1.3_s_50_BSNTN2982-24,BSNTN2982-24,r_1.3_s_50_merge,5326715,228,1546,1524,0.0,27.0,11.381889763779528,11.0,228,206,0,16,6,0,91.34,12.46,27.0,1.0
BSNTN3033-24_r_1.3_s_50_BSNTN3033-24,BSNTN3033-24,r_1.3_s_50_merge,10770573,641,4324,1524,0.0,103.0,57.61614173228347,60.0,641,591,0,45,5,0,99.41,57.96,103.0,2.0
BSNTN2948-24_r_1_s_50_BSNTN2948-24,BSNTN2948-24,r_1_s_50_merge,6194569,481,1783,1524,0.0,148.0,21.8248031496063,18.0,481,385,0,69,27,0,97.64,22.35,148.0,1.0
BSNTN3021-24_r_1_s_50_BSNTN3021-24,BSNTN3021-24,r_1_s_50_merge,9484460,1240,3867,1524,0.0,129.0,89.12795275590551,94.5,1240,1026,0,182,32,0,98.82,90.19,129.0,2.0
BSNTN3025-24_r_1.5_s_50_BSNTN3025-24,BSNTN3025-24,r_1.5_s_50_merge,6720980,163,3609,1524,0.0,36.0,12.206692913385826,9.0,163,153,0,5,5,0,83.07,14.69,36.0,1.0
BSNTN2978-24_r_1_s_100_BSNTN2978-24,BSNTN2978-24,r_1_s_100_merge,11278946,2617,176,1524,0.0,397.0,252.1003937007874,272.5,2617,2595,0,7,15,0,94.69,266.25,397.0,30.0
BSNTN3017-24_r_1.5_s_50_BSNTN3017-24,BSNTN3017-24,r_1.5_s_50_merge,37,0,0,1539,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BSNTN2998-24_r_1.3_s_100_BSNTN2998-24,BSNTN2998-24,r_1.3_s_100_merge,12271662,346,438,1524,0.0,98.0,33.15157480314961,24.0,346,321,0,17,8,0,86.61,38.27,98.0,1.0
BSNTN3026-24_r_1.5_s_100_BSNTN3026-24,BSNTN3026-24,r_1.5_s_100_merge,9136638,27,343,1524,0.0,8.0,1.5826771653543308,0.0,27,24,0,2,1,0,44.69,3.54,8.0,1.0
BSNTN3009-24_r_1.5_s_50_BSNTN3009-24,BSNTN3009-24,r_1.5_s_50_merge,21477984,195,11018,1524,0.0,42.0,9.049212598425196,5.0,195,154,0,32,9,0,76.18,11.88,42.0,1.0
BSNTN3019-24_r_1.3_s_50_BSNTN3019-24,BSNTN3019-24,r_1.3_s_50,8195390,345,1105,1560,0.0,48.0,13.213461538461539,8.0,345,296,0,33,16,0,79.81,16.56,48.0,1.0
BSNTN2947-24_r_1.5_s_50_BSNTN2947-24,BSNTN2947-24,r_1.5_s_50,13896271,264,3841,1524,0.0,79.0,10.633858267716535,2.0,264,244,0,3,17,0,57.87,18.37,79.0,1.0
BSNTN2959-24_r_1.5_s_50_BSNTN2959-24,BSNTN2959-24,r_1.5_s_50,17460497,72,4498,1524,0.0,13.0,3.3838582677165356,2.0,72,59,0,11,2,0,63.39,5.34,13.0,1.0
BSNTN3020-24_r_1.3_s_50_BSNTN3020-24,BSNTN3020-24,r_1.3_s_50,27872359,2350,7936,1524,0.0,270.0,162.6259842519685,171.0,2350,2158,0,135,57,0,98.82,164.57,270.0,1.0
BSNTN3023-24_r_1_s_100_BSNTN3023-24,BSNTN3023-24,r_1_s_100,27078538,1374,90,1524,0.0,197.0,117.39566929133858,125.0,1374,1328,0,34,12,0,94.49,124.24,197.0,2.0
BSNTN2992-24_r_1.5_s_50_BSNTN2992-24,BSNTN2992-24,r_1.5_s_50,14754964,317,4167,1524,0.0,81.0,19.488188976377952,10.0,317,299,0,15,3,0,80.31,24.26,81.0,1.0
BSNTN2997-24_r_1_s_50_BSNTN2997-24,BSNTN2997-24,r_1_s_50,16498230,1934,5131,1524,0.0,266.0,132.29527559055117,139.0,1934,1709,0,181,44,0,99.02,133.61,266.0,3.0
BSNTN2957-24_r_1_s_50_BSNTN2957-24,BSNTN2957-24,r_1_s_50,9036761,403,1716,1524,0.0,51.0,18.31496062992126,16.0,403,273,0,110,20,0,99.41,18.42,51.0,2.0
BSNTN2964-24_r_1.5_s_100_BSNTN2964-24,BSNTN2964-24,r_1.5_s_100,13699446,691,2318,1524,0.0,147.0,49.79527559055118,42.0,691,688,0,0,3,0,69.09,72.07,147.0,2.0
BSNTN3037-24_r_1.3_s_50_BSNTN3037-24,BSNTN3037-24,r_1.3_s_50,17000458,2709,3224,1539,0.0,325.0,184.45419103313841,197.0,2709,2535,0,148,26,0,99.22,185.9,325.0,26.0
BSNTN3002-24_r_1_s_100_BSNTN3002-24,BSNTN3002-24,r_1_s_100,25206716,2016,72,1524,0.0,279.0,169.04330708661416,153.0,2016,1986,0,3,27,0,99.21,170.38,279.0,23.0
BSNTN3036-24_r_1.5_s_50_BSNTN3036-24,BSNTN3036-24,r_1.5_s_50,20970340,407,5451,1524,0.0,68.0,26.06496062992126,27.0,407,364,0,37,6,0,91.34,28.54,68.0,1.0
BSNTN2971-24_r_1.5_s_50_BSNTN2971-24,BSNTN2971-24,r_1.5_s_50,15554492,1843,4191,1524,0.0,296.0,139.57874015748033,152.0,1843,1791,0,36,16,0,92.52,150.86,296.0,1.0
BSNTN2966-24_r_1.3_s_100_BSNTN2966-24,BSNTN2966-24,r_1.3_s_100,6948755,53,74,1524,0.0,17.0,3.671259842519685,2.0,53,49,0,3,1,0,56.1,6.54,17.0,1.0
BSNTN2969-24_r_1_s_100_BSNTN2969-24,BSNTN2969-24,r_1_s_100,12819787,1116,732,1524,0.0,286.0,90.93700787401575,81.0,1116,823,0,197,96,0,92.32,98.5,286.0,1.0
BSNTN2954-24_r_1_s_50_BSNTN2954-24,BSNTN2954-24,r_1_s_50,14047362,1215,3689,1524,1.0,255.0,57.39763779527559,53.0,1215,900,0,261,54,0,100.0,57.4,255.0,1.0
BSNTN2986-24_r_1.5_s_50_BSNTN2986-24,BSNTN2986-24,r_1.5_s_50,23155235,255,7344,1524,0.0,113.0,7.8484251968503935,2.0,255,219,0,22,14,0,65.35,12.01,113.0,1.0
BSNTN2975-24_r_1.3_s_100_BSNTN2975-24,BSNTN2975-24,r_1.3_s_100,13541014,66,110,1524,0.0,32.0,4.316929133858268,1.0,66,64,0,1,1,0,55.91,7.72,32.0,1.0
BSNTN3001-24_r_1.3_s_100_BSNTN3001-24,BSNTN3001-24,r_1.3_s_100,20933711,991,805,1524,0.0,176.0,78.31889763779527,74.0,991,970,0,4,17,0,91.54,85.56,176.0,3.0
BSNTN3003-24_r_1_s_100_BSNTN3003-24,BSNTN3003-24,r_1_s_100,18900963,6996,276,1524,0.0,826.0,582.0669291338583,606.0,6996,6726,0,43,227,0,94.69,614.74,826.0,214.0
BSNTN2959-24_r_1_s_100_BSNTN2959-24,BSNTN2959-24,r_1_s_100,17460497,103,3,1524,0.0,19.0,7.755905511811024,8.0,103,96,0,5,2,0,98.82,7.85,19.0,1.0
BSNTN2978-24_r_1_s_100_BSNTN2978-24,BSNTN2978-24,r_1_s_100,24257317,4838,321,1524,0.0,641.0,399.84055118110234,443.5,4838,4793,0,13,32,0,94.69,422.28,641.0,17.0
BSNTN2979-24_r_1_s_50_BSNTN2979-24,BSNTN2979-24,r_1_s_50,14856860,1552,3877,1524,0.0,190.0,71.37007874015748,65.0,1552,1086,0,382,84,0,99.61,71.65,190.0,4.0
BSNTN3011-24_r_1.5_s_100_BSNTN3011-24,BSNTN3011-24,r_1.5_s_100,17164104,258,703,1524,0.0,95.0,19.744094488188978,5.0,258,256,0,0,2,0,69.29,28.49,95.0,1.0
BSNTN3034-24_r_1.5_s_100_BSNTN3034-24,BSNTN3034-24,r_1.5_s_100,19852863,187,710,1524,0.0,80.0,13.797244094488189,2.5,187,180,0,3,4,0,53.74,25.67,80.0,2.0
BSNTN2968-24_r_1.5_s_100_BSNTN2968-24,BSNTN2968-24,r_1.5_s_100,19948434,142,194,1524,0.0,39.0,9.846456692913385,7.0,142,141,0,0,1,0,65.35,15.07,39.0,1.0
BSNTN2952-24_r_1_s_50_BSNTN2952-24,BSNTN2952-24,r_1_s_50,11636149,686,2300,1524,0.0,76.0,31.5748031496063,31.0,686,502,0,142,42,0,99.41,31.76,76.0,1.0
BSNTN2973-24_r_1.3_s_50_BSNTN2973-24,BSNTN2973-24,r_1.3_s_50,8623929,630,2596,1524,0.0,132.0,36.59055118110236,26.0,630,563,0,52,15,0,88.39,41.4,132.0,1.0
BSNTN2960-24_r_1_s_100_BSNTN2960-24,BSNTN2960-24,r_1_s_100,22251274,1639,128,1524,0.0,246.0,131.3464566929134,133.0,1639,1516,0,104,19,0,99.21,132.39,246.0,16.0
BSNTN2980-24_r_1.3_s_50_BSNTN2980-24,BSNTN2980-24,r_1.3_s_50,13625941,1351,3210,1524,0.0,175.0,89.00393700787401,95.5,1351,1267,0,60,24,0,99.41,89.53,175.0,1.0
BSNTN3031-24_r_1_s_100_BSNTN3031-24,BSNTN3031-24,r_1_s_100,22412920,1826,339,1524,0.0,297.0,145.3248031496063,163.0,1826,1543,178,86,19,0,94.69,153.48,297.0,2.0
BSNTN3000-24_r_1.3_s_100_BSNTN3000-24,BSNTN3000-24,r_1.3_s_100,13036363,186,184,1524,0.0,76.0,12.840551181102363,4.0,186,184,0,0,2,0,57.09,22.49,76.0,2.0
BSNTN2953-24_r_1.5_s_100_BSNTN2953-24,BSNTN2953-24,r_1.5_s_100,15168733,56,123,1524,0.0,22.0,4.336614173228346,2.0,56,54,0,0,2,0,68.7,6.31,22.0,1.0
BSNTN2994-24_r_1.5_s_50_BSNTN2994-24,BSNTN2994-24,r_1.5_s_50,13922802,193,3954,1524,0.0,78.0,6.5452755905511815,2.0,193,158,0,26,9,0,57.68,11.35,78.0,1.0
BSNTN3037-24_r_1.5_s_50_BSNTN3037-24,BSNTN3037-24,r_1.5_s_50,17000458,2283,3650,1539,0.0,294.0,158.43859649122808,175.0,2283,2144,0,121,18,0,99.03,160.0,294.0,1.0
BSNTN2999-24_r_1.3_s_50_BSNTN2999-24,BSNTN2999-24,r_1.3_s_50,7652869,226,2028,1524,0.0,89.0,11.612204724409448,6.0,226,165,2,38,21,0,79.33,14.64,89.0,1.0
BSNTN3035-24_r_1.5_s_100_BSNTN3035-24,BSNTN3035-24,r_1.5_s_100,16135121,782,251,1539,0.0,116.0,61.20857699805068,67.0,782,774,0,2,6,0,99.42,61.57,116.0,1.0
BSNTN2981-24_r_1.5_s_50_BSNTN2981-24,BSNTN2981-24,r_1.5_s_50,7988421,171,3595,1524,0.0,53.0,8.220472440944881,1.5,171,159,0,6,6,0,51.18,16.06,53.0,1.0
BSNTN2965-24_r_1_s_50_BSNTN2965-24,BSNTN2965-24,r_1_s_50,15370580,2258,4361,1524,0.0,352.0,151.12007874015748,151.0,2258,1929,0,292,37,0,98.62,153.23,352.0,2.0
BSNTN2970-24_r_1_s_50_BSNTN2970-24,BSNTN2970-24,r_1_s_50,14018725,1343,3233,1524,3.0,125.0,80.91929133858268,83.0,1343,1137,0,171,35,0,100.0,80.92,125.0,3.0
BSNTN2989-24_r_1.3_s_100_BSNTN2989-24,BSNTN2989-24,r_1.3_s_100,12464888,461,54,1524,0.0,71.0,39.42125984251968,44.0,461,453,0,5,3,0,95.87,41.12,71.0,3.0
BSNTN2977-24_r_1.3_s_100_BSNTN2977-24,BSNTN2977-24,r_1.3_s_100,14242964,573,54,1524,0.0,118.0,42.9507874015748,41.0,573,568,0,0,5,0,96.65,44.44,118.0,2.0
BSNTN3032-24_r_1.3_s_100_BSNTN3032-24,BSNTN3032-24,r_1.3_s_100,16859277,484,259,1524,0.0,126.0,38.275590551181104,17.5,484,480,0,0,4,0,78.35,48.85,126.0,1.0
BSNTN2983-24_r_1.5_s_100_BSNTN2983-24,BSNTN2983-24,r_1.5_s_100,19175740,481,857,1524,0.0,126.0,35.70275590551181,30.5,481,479,0,0,2,0,69.29,51.53,126.0,1.0
BSNTN3023-24_r_1_s_50_BSNTN3023-24,BSNTN3023-24,r_1_s_50,27078538,2269,7697,1524,0.0,222.0,144.1948818897638,149.0,2269,1843,0,359,67,0,99.8,144.48,222.0,2.0
BSNTN2959-24_r_1_s_50_BSNTN2959-24,BSNTN2959-24,r_1_s_50,17460497,601,3969,1524,0.0,121.0,21.578740157480315,14.0,601,439,0,128,34,0,99.61,21.66,121.0,2.0
BSNTN2979-24_r_1.5_s_100_BSNTN2979-24,BSNTN2979-24,r_1.5_s_100,14856860,156,441,1524,0.0,43.0,10.330708661417322,6.0,156,151,0,2,3,0,63.58,16.25,43.0,1.0
BSNTN3002-24_r_1_s_50_BSNTN3002-24,BSNTN3002-24,r_1_s_50,25206716,2749,6014,1524,0.0,301.0,191.4015748031496,181.0,2749,2366,0,336,47,0,99.8,191.78,301.0,2.0
BSNTN2995-24_r_1.5_s_50_BSNTN2995-24,BSNTN2995-24,r_1.5_s_50,16584316,451,7280,1524,0.0,154.0,23.651574803149607,5.0,451,429,0,8,14,0,68.31,34.63,154.0,1.0
BSNTN3011-24_r_1.3_s_50_BSNTN3011-24,BSNTN3011-24,r_1.3_s_50,17164104,914,4957,1524,0.0,143.0,64.99212598425197,68.0,914,835,0,62,17,0,96.46,67.38,143.0,1.0
BSNTN3029-24_r_1.3_s_100_BSNTN3029-24,BSNTN3029-24,r_1.3_s_100,11001347,95,81,1524,0.0,21.0,6.771653543307087,7.0,95,86,0,2,7,0,75.79,8.94,21.0,1.0
BSNTN2976-24_r_1.3_s_50_BSNTN2976-24,BSNTN2976-24,r_1.3_s_50,18070915,1136,7606,1524,0.0,176.0,71.44094488188976,63.0,1136,1000,0,121,15,0,92.13,77.55,176.0,1.0
BSNTN2976-24_r_1.5_s_100_BSNTN2976-24,BSNTN2976-24,r_1.5_s_100,18070915,289,1452,1524,0.0,88.0,20.95472440944882,4.0,289,281,0,5,3,0,57.09,36.71,88.0,1.0
BSNTN2973-24_r_1.3_s_100_BSNTN2973-24,BSNTN2973-24,r_1.3_s_100,8623929,405,380,1524,0.0,103.0,29.659448818897637,21.0,405,398,0,4,3,0,74.21,39.97,103.0,1.0
BSNTN2952-24_r_1_s_100_BSNTN2952-24,BSNTN2952-24,r_1_s_100,11636149,245,23,1524,0.0,44.0,18.444881889763778,16.0,245,232,0,8,5,0,96.46,19.12,44.0,2.0
BSNTN2989-24_r_1_s_50_BSNTN2989-24,BSNTN2989-24,r_1_s_50,12464888,1067,2805,1524,0.0,265.0,59.05511811023622,54.0,1067,795,0,241,31,0,99.8,59.17,265.0,3.0
BSNTN2968-24_r_1_s_50_BSNTN2968-24,BSNTN2968-24,r_1_s_50,19948434,824,4619,1524,0.0,97.0,39.16535433070866,37.0,824,574,0,228,22,0,99.61,39.32,97.0,4.0
BSNTN2979-24_r_1_s_100_BSNTN2979-24,BSNTN2979-24,r_1_s_100,14856860,526,71,1524,0.0,92.0,38.97834645669291,36.0,526,410,0,108,8,0,94.49,41.25,92.0,1.0
BSNTN3033-24_r_1_s_100_BSNTN3033-24,BSNTN3033-24,r_1_s_100,20838842,1115,68,1524,0.0,143.0,95.41338582677166,93.0,1115,1080,0,23,12,0,99.21,96.17,143.0,17.0
BSNTN2978-24_r_1.3_s_50_BSNTN2978-24,BSNTN2978-24,r_1.3_s_50,24257317,3396,9924,1524,0.0,543.0,240.20669291338584,245.5,3396,3253,0,111,32,0,95.28,252.12,543.0,1.0
BSNTN2998-24_r_1_s_50_BSNTN2998-24,BSNTN2998-24,r_1_s_50,25872556,3014,7636,1524,3.0,307.0,156.56299212598427,162.5,3014,2164,0,704,146,0,100.0,156.56,307.0,3.0
BSNTN3005-24_r_1.5_s_100_BSNTN3005-24,BSNTN3005-24,r_1.5_s_100,9706715,16,737,1524,0.0,11.0,1.25,0.0,16,11,0,4,1,0,22.64,5.52,11.0,1.0
BSNTN2969-24_r_1.5_s_50_BSNTN2969-24,BSNTN2969-24,r_1.5_s_50,12819787,242,4927,1524,0.0,94.0,13.527559055118111,5.5,242,177,0,49,16,0,74.02,18.28,94.0,1.0
BSNTN2967-24_r_1_s_50_BSNTN2967-24,BSNTN2967-24,r_1_s_50,17518220,3438,4917,1524,0.0,795.0,217.5728346456693,206.0,3438,2944,0,415,79,0,99.21,219.3,795.0,4.0
BSNTN2991-24_r_1.5_s_100_BSNTN2991-24,BSNTN2991-24,r_1.5_s_100,17983095,223,270,1524,0.0,57.0,16.070866141732285,13.0,223,221,0,0,2,0,87.99,18.26,57.0,1.0
BSNTN3035-24_r_1.5_s_50_BSNTN3035-24,BSNTN3035-24,r_1.5_s_50,16135121,904,3701,1539,0.0,120.0,64.44249512670565,69.0,904,886,0,11,7,0,99.42,64.82,120.0,1.0
BSNTN2951-24_r_1.3_s_100_BSNTN2951-24,BSNTN2951-24,r_1.3_s_100,17198523,230,165,1524,0.0,49.0,16.811023622047244,13.0,230,227,0,3,0,0,77.76,21.62,49.0,2.0
BSNTN2984-24_r_1.5_s_50_BSNTN2984-24,BSNTN2984-24,r_1.5_s_50,19883306,236,8032,1524,0.0,60.0,6.903543307086614,2.0,236,198,0,24,14,0,58.86,11.73,60.0,1.0
BSNTN2993-24_r_1.5_s_100_BSNTN2993-24,BSNTN2993-24,r_1.5_s_100,16390777,82,362,1524,0.0,33.0,5.131889763779528,2.0,82,79,0,1,2,0,55.31,9.28,33.0,1.0
BSNTN2950-24_r_1_s_50_BSNTN2950-24,BSNTN2950-24,r_1_s_50,16600607,1190,3824,1524,0.0,153.0,72.18897637795276,75.0,1190,978,0,189,23,0,98.23,73.49,153.0,1.0
BSNTN3014-24_r_1.3_s_50_BSNTN3014-24,BSNTN3014-24,r_1.3_s_50,13852849,365,3819,1524,0.0,55.0,20.962598425196852,19.0,365,276,0,84,5,0,97.05,21.6,55.0,2.0
BSNTN2998-24_r_1_s_100_BSNTN2998-24,BSNTN2998-24,r_1_s_100,25872556,1200,192,1524,0.0,211.0,99.39566929133858,87.0,1200,1040,0,132,28,0,94.69,104.98,211.0,2.0
BSNTN3035-24_r_1_s_100_BSNTN3035-24,BSNTN3035-24,r_1_s_100,16135121,1017,16,1539,0.0,119.0,79.63352826510722,81.0,1017,993,0,15,9,0,99.42,80.1,119.0,30.0
BSNTN2959-24_r_1.3_s_50_BSNTN2959-24,BSNTN2959-24,r_1.3_s_50,17460497,240,4330,1524,0.0,67.0,10.11023622047244,8.0,240,177,0,54,9,0,94.88,10.66,67.0,1.0
BSNTN3014-24_r_1_s_50_BSNTN3014-24,BSNTN3014-24,r_1_s_50,13852849,630,3554,1524,0.0,74.0,31.39566929133858,29.0,630,395,0,212,23,0,99.41,31.58,74.0,1.0
BSNTN3029-24_r_1.5_s_100_BSNTN3029-24,BSNTN3029-24,r_1.5_s_100,11001347,27,149,1524,0.0,8.0,1.5728346456692914,0.0,27,27,0,0,0,0,35.43,4.44,8.0,2.0
BSNTN3028-24_r_1.5_s_50_BSNTN3028-24,BSNTN3028-24,r_1.5_s_50,11749867,561,3992,1524,0.0,98.0,31.001968503937007,21.5,561,540,0,17,4,0,84.45,36.71,98.0,1.0
BSNTN3015-24_r_1.5_s_50_BSNTN3015-24,BSNTN3015-24,r_1.5_s_50,13839883,530,3889,1524,0.0,132.0,32.02755905511811,25.5,530,514,0,11,5,0,73.43,43.62,132.0,1.0
BSNTN2996-24_r_1_s_50_BSNTN2996-24,BSNTN2996-24,r_1_s_50,30062260,2184,8082,1524,3.0,339.0,124.57283464566929,118.5,2184,1626,0,494,64,0,100.0,124.57,339.0,3.0
BSNTN2969-24_r_1.5_s_100_BSNTN2969-24,BSNTN2969-24,r_1.5_s_100,12819787,154,1694,1524,0.0,74.0,11.356299212598426,2.0,154,111,0,35,8,0,62.01,18.31,74.0,1.0
BSNTN2973-24_r_1_s_100_BSNTN2973-24,BSNTN2973-24,r_1_s_100,8623929,721,64,1524,0.0,114.0,54.90157480314961,59.0,721,696,0,21,4,0,93.9,58.47,114.0,5.0
BSNTN2962-24_r_1_s_50_BSNTN2962-24,BSNTN2962-24,r_1_s_50,15242719,724,4720,1524,0.0,127.0,40.482283464566926,37.0,724,456,0,232,36,0,99.8,40.56,127.0,1.0
BSNTN3013-24_r_1.3_s_50_BSNTN3013-24,BSNTN3013-24,r_1.3_s_50,19793523,1617,5617,1524,0.0,626.0,87.61614173228347,47.5,1617,1411,0,144,62,0,88.39,99.13,626.0,1.0
BSNTN3005-24_r_1_s_50_BSNTN3005-24,BSNTN3005-24,r_1_s_50,9706715,660,1671,1524,0.0,120.0,40.72834645669291,43.0,660,454,2,150,54,0,93.7,43.47,120.0,1.0
BSNTN2996-24_r_1.5_s_50_BSNTN2996-24,BSNTN2996-24,r_1.5_s_50,30062260,838,9428,1524,0.0,181.0,59.580708661417326,52.0,838,780,0,44,14,0,91.93,64.81,181.0,1.0
BSNTN2974-24_r_1.5_s_100_BSNTN2974-24,BSNTN2974-24,r_1.5_s_100,11524713,56,151,1524,0.0,32.0,3.673228346456693,0.0,56,56,0,0,0,0,36.81,9.98,32.0,2.0
BSNTN2951-24_r_1.5_s_50_BSNTN2951-24,BSNTN2951-24,r_1.5_s_50,17198523,127,4769,1524,0.0,27.0,6.801181102362205,2.0,127,119,0,3,5,0,63.19,10.76,27.0,1.0
BSNTN3016-24_r_1.3_s_50_BSNTN3016-24,BSNTN3016-24,r_1.3_s_50,14925248,1632,4721,1524,0.0,184.0,118.16929133858268,131.0,1632,1475,0,136,21,0,94.69,124.8,184.0,10.0
BSNTN3009-24_r_1_s_50_BSNTN3009-24,BSNTN3009-24,r_1_s_50,42686196,2943,12541,1524,6.0,793.0,154.40944881889763,138.0,2943,1914,0,921,108,0,100.0,154.41,793.0,6.0
BSNTN3021-24_r_1.3_s_50_BSNTN3021-24,BSNTN3021-24,r_1.3_s_50,21278826,1510,6365,1524,0.0,186.0,98.27362204724409,117.0,1510,1331,0,143,36,0,94.69,103.79,186.0,6.0
BSNTN2960-24_r_1.3_s_50_BSNTN2960-24,BSNTN2960-24,r_1.3_s_50,22251274,1881,5872,1524,0.0,250.0,126.5492125984252,125.5,1881,1630,0,215,36,0,99.41,127.3,250.0,1.0
BSNTN2991-24_r_1.5_s_50_BSNTN2991-24,BSNTN2991-24,r_1.5_s_50,17983095,329,4263,1524,0.0,72.0,18.586614173228348,17.5,329,294,0,25,10,0,88.19,21.08,72.0,1.0
BSNTN3006-24_r_1.3_s_100_BSNTN3006-24,BSNTN3006-24,r_1.3_s_100,22444522,3856,71,1536,151.0,389.0,305.533203125,313.0,3856,3810,0,2,44,0,100.0,305.53,389.0,151.0
BSNTN3022-24_r_1_s_100_BSNTN3022-24,BSNTN3022-24,r_1_s_100,24197684,771,89,1524,0.0,152.0,61.273622047244096,48.0,771,727,0,34,10,0,93.5,65.53,152.0,1.0
BSNTN2963-24_r_1.3_s_100_BSNTN2963-24,BSNTN2963-24,r_1.3_s_100,25039755,639,862,1524,0.0,177.0,49.55118110236221,39.5,639,621,0,8,10,0,83.46,59.37,177.0,1.0
BSNTN3040-24_r_1.5_s_100_BSNTN3040-24,BSNTN3040-24,r_1.5_s_100,17887351,49,321,1524,0.0,20.0,3.2145669291338583,1.0,49,46,0,2,1,0,51.18,6.28,20.0,1.0
BSNTN2993-24_r_1_s_100_BSNTN2993-24,BSNTN2993-24,r_1_s_100,16390777,376,68,1524,0.0,74.0,27.830708661417322,25.0,376,264,0,96,16,0,89.17,31.21,74.0,2.0
BSNTN2987-24_r_1.5_s_100_BSNTN2987-24,BSNTN2987-24,r_1.5_s_100,13666891,139,305,1524,0.0,30.0,10.104330708661417,11.0,139,136,0,3,0,0,75.59,13.37,30.0,2.0
BSNTN2960-24_r_1.5_s_100_BSNTN2960-24,BSNTN2960-24,r_1.5_s_100,22251274,874,893,1524,0.0,207.0,69.48622047244095,56.0,874,855,0,10,9,0,92.52,75.1,207.0,2.0
BSNTN2956-24_r_1.5_s_100_BSNTN2956-24,BSNTN2956-24,r_1.5_s_100,15835125,129,313,1524,0.0,45.0,8.773622047244094,3.0,129,127,0,0,2,0,59.25,14.81,45.0,1.0
BSNTN2976-24_r_1.3_s_100_BSNTN2976-24,BSNTN2976-24,r_1.3_s_100,18070915,832,909,1524,0.0,164.0,62.91732283464567,54.0,832,799,0,25,8,0,86.42,72.81,164.0,1.0
BSNTN2979-24_r_1.5_s_50_BSNTN2979-24,BSNTN2979-24,r_1.5_s_50,14856860,382,5047,1524,0.0,95.0,16.37992125984252,11.0,382,318,0,41,23,0,73.43,22.31,95.0,1.0
BSNTN3028-24_r_1.3_s_50_BSNTN3028-24,BSNTN3028-24,r_1.3_s_50,11749867,1144,3409,1524,0.0,207.0,69.75,56.0,1144,1065,0,69,10,0,97.83,71.29,207.0,1.0
BSNTN3016-24_r_1_s_100_BSNTN3016-24,BSNTN3016-24,r_1_s_100,14925248,1719,128,1524,0.0,194.0,136.79921259842519,152.5,1719,1489,0,215,15,0,98.43,138.99,194.0,11.0
BSNTN3038-24_r_1.5_s_100_BSNTN3038-24,BSNTN3038-24,r_1.5_s_100,20808876,1033,1970,1524,0.0,325.0,79.66732283464567,64.5,1033,1016,0,8,9,0,89.96,88.56,325.0,2.0
BSNTN3009-24_r_1.5_s_50_BSNTN3009-24,BSNTN3009-24,r_1.5_s_50,42686196,350,15134,1524,0.0,86.0,16.655511811023622,9.0,350,275,0,60,15,0,74.61,22.32,86.0,1.0
BSNTN2988-24_r_1.3_s_100_BSNTN2988-24,BSNTN2988-24,r_1.3_s_100,14345733,427,313,1524,0.0,101.0,32.080708661417326,21.0,427,424,0,0,3,0,77.36,41.47,101.0,1.0
BSNTN2994-24_r_1_s_50_BSNTN2994-24,BSNTN2994-24,r_1_s_50,13922802,858,3289,1524,0.0,127.0,39.24409448818898,32.0,858,619,0,189,50,0,99.61,39.4,127.0,2.0
BSNTN2978-24_r_1.5_s_100_BSNTN2978-24,BSNTN2978-24,r_1.5_s_100,24257317,628,4531,1524,0.0,233.0,45.875984251968504,9.0,628,623,0,2,3,0,70.28,65.28,233.0,1.0
